transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date
TXN_1330506,Cookie,3,1.0,3.0,"Digital Wallet",UNKNOWN,2023-11-10
TXN_1332623,Cookie,2,1.0,2.0,NULL,Takeaway,2023-07-15
TXN_1333524,Cake,2,3.0,6.0,"Credit Card",NULL,2023-05-05
TXN_1333682,Smoothie,1,4.0,4.0,"Digital Wallet",NULL,2023-01-28
TXN_1334406,Juice,1,3.0,3.0,"Digital Wallet",In-store,2023-09-26
TXN_1335256,Coffee,5,2.0,10.0,NULL,Takeaway,2023-08-04
TXN_1335337,Tea,3,1.5,4.5,"Credit Card",In-store,2023-09-06
TXN_1336470,Tea,1,1.5,1.5,Cash,NULL,2023-12-22
TXN_1336727,Smoothie,2,NULL,8.0,NULL,In-store,2023-10-18
TXN_1336900,Coffee,5,2.0,10.0,"Credit Card",ERROR,2023-01-16
TXN_1339158,Salad,4,5.0,20.0,Cash,NULL,UNKNOWN
TXN_1339457,ERROR,3,4.0,ERROR,"Digital Wallet",In-store,2023-05-23
TXN_1340358,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-06-09
TXN_1340956,ERROR,4,2.0,8.0,NULL,NULL,2023-10-26
TXN_1342359,Cake,4,3.0,12.0,Cash,Takeaway,2023-07-14
TXN_1342487,Juice,3,3.0,9.0,"Credit Card",NULL,2023-09-21
TXN_1343750,Cookie,2,1.0,2.0,"Digital Wallet",Takeaway,2023-02-15
TXN_1344947,Cake,3,3.0,9.0,NULL,Takeaway,2023-02-16
TXN_1345440,Salad,5,5.0,25.0,Cash,NULL,2023-06-20
TXN_1346517,Coffee,1,2.0,2.0,"Digital Wallet",Takeaway,2023-03-20
TXN_1346936,Cookie,5,1.0,5.0,ERROR,NULL,2023-10-10
TXN_1346953,Tea,3,1.5,4.5,NULL,In-store,2023-09-24
TXN_1347965,Cookie,5,1.0,5.0,UNKNOWN,In-store,2023-02-19
TXN_1348274,Cake,5,3.0,15.0,NULL,NULL,2023-11-14
TXN_1349215,UNKNOWN,ERROR,4.0,4.0,"Digital Wallet",NULL,2023-02-06
TXN_1349640,Juice,2,3.0,6.0,"Credit Card",In-store,2023-06-17
TXN_1349738,Sandwich,3,4.0,ERROR,Cash,ERROR,2023-03-26
TXN_1350239,Smoothie,5,4.0,20.0,Cash,NULL,2023-11-18
TXN_1351151,Smoothie,ERROR,4.0,4.0,"Credit Card",NULL,2023-10-03
TXN_1353248,Sandwich,3,4.0,12.0,Cash,UNKNOWN,2023-09-03
TXN_1353266,Smoothie,1,4.0,4.0,"Digital Wallet",Takeaway,2023-08-30
TXN_1353479,Smoothie,4,4.0,16.0,Cash,NULL,2023-09-20
TXN_1354464,Cake,5,3.0,15.0,"Digital Wallet",In-store,2023-03-18
TXN_1355212,Coffee,2,2.0,4.0,NULL,NULL,2023-05-25
TXN_1356599,Cookie,2,1.0,2.0,Cash,Takeaway,2023-12-14
TXN_1357780,Tea,4,NULL,6.0,NULL,In-store,2023-10-23
TXN_1360379,Tea,1,1.5,1.5,"Credit Card",UNKNOWN,2023-08-23
TXN_1360872,Coffee,2,UNKNOWN,4.0,"Credit Card",In-store,2023-11-04
TXN_1360998,Cookie,2,1.0,2.0,Cash,Takeaway,2023-07-30
TXN_1363508,Salad,4,5.0,20.0,Cash,NULL,2023-08-08
TXN_1364211,Salad,2,5.0,10.0,ERROR,In-store,2023-03-08
TXN_1365285,Juice,5,3.0,15.0,"Credit Card",NULL,2023-06-11
TXN_1367003,Salad,5,5.0,25.0,Cash,In-store,2023-11-10
TXN_1367723,Coffee,3,2.0,NULL,Cash,In-store,2023-10-25
TXN_1368769,Cookie,3,1.0,3.0,"Credit Card",Takeaway,2023-06-02
TXN_1370465,Cookie,4,1.0,UNKNOWN,"Digital Wallet",NULL,2023-03-25
TXN_1371554,Sandwich,2,4.0,NULL,NULL,NULL,2023-05-19
TXN_1371708,Cookie,2,1.0,2.0,NULL,Takeaway,2023-03-14
TXN_1372003,Tea,4,1.5,6.0,"Digital Wallet",Takeaway,2023-10-13
TXN_1372492,Salad,4,5.0,20.0,Cash,Takeaway,2023-03-28
TXN_1372991,Coffee,4,2.0,8.0,NULL,In-store,2023-11-17
TXN_1373048,Salad,5,5.0,25.0,NULL,In-store,2023-08-31
TXN_1374424,Sandwich,5,4.0,20.0,NULL,NULL,2023-04-24
TXN_1375992,Coffee,5,2.0,10.0,"Credit Card",In-store,2023-03-23
TXN_1379209,Tea,5,1.5,7.5,NULL,In-store,2023-02-06
TXN_1380601,Tea,4,1.5,6.0,"Digital Wallet",In-store,2023-03-11
TXN_1381818,Juice,4,3.0,12.0,"Credit Card",NULL,UNKNOWN
TXN_1386024,Cake,4,3.0,12.0,"Credit Card",NULL,2023-05-21
TXN_1387062,NULL,5,4.0,20.0,"Credit Card",NULL,2023-08-22
TXN_1387401,Cookie,4,1.0,4.0,Cash,In-store,2023-10-19
TXN_1388606,Cake,3,3.0,9.0,"Digital Wallet",Takeaway,2023-08-31
TXN_1389258,Salad,1,5.0,5.0,Cash,Takeaway,2023-12-31
TXN_1390754,Cake,2,3.0,6.0,NULL,Takeaway,2023-11-08
TXN_1390917,Sandwich,1,4.0,4.0,"Credit Card",NULL,2023-01-16
TXN_1392546,Cake,ERROR,3.0,6.0,"Digital Wallet",In-store,2023-12-06
TXN_1394131,Juice,4,3.0,12.0,NULL,Takeaway,2023-06-13
TXN_1395083,Juice,1,3.0,3.0,Cash,In-store,2023-07-08
TXN_1396019,Coffee,4,2.0,8.0,Cash,In-store,2023-12-03
TXN_1398511,Coffee,5,2.0,10.0,NULL,Takeaway,2023-12-19
TXN_1398769,Smoothie,1,4.0,4.0,Cash,In-store,2023-06-02
TXN_1399696,Cake,5,3.0,15.0,Cash,In-store,2023-04-08
TXN_1401771,Sandwich,2,4.0,8.0,Cash,NULL,2023-12-08
TXN_1402641,Tea,3,1.5,ERROR,"Credit Card",Takeaway,2023-09-12
TXN_1405124,NULL,3,4.0,12.0,"Digital Wallet",Takeaway,2023-08-03
TXN_1405498,Juice,2,3.0,6.0,UNKNOWN,Takeaway,2023-12-31
TXN_1408709,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-04-14
TXN_1409029,Sandwich,1,4.0,4.0,Cash,NULL,UNKNOWN
TXN_1410102,Salad,1,5.0,5.0,Cash,In-store,2023-06-23
TXN_1411473,Coffee,3,2.0,6.0,"Credit Card",In-store,2023-01-04
TXN_1411744,Smoothie,4,4.0,16.0,"Credit Card",Takeaway,2023-09-17
TXN_1412415,Juice,3,3.0,9.0,Cash,In-store,2023-02-24
TXN_1413304,UNKNOWN,5,5.0,25.0,NULL,Takeaway,2023-03-17
TXN_1413310,Smoothie,3,4.0,12.0,NULL,Takeaway,2023-04-06
TXN_1413335,Salad,1,5.0,5.0,"Digital Wallet",Takeaway,2023-05-17
TXN_1414039,Juice,4,3.0,12.0,NULL,UNKNOWN,2023-02-13
TXN_1417291,Juice,4,3.0,12.0,"Digital Wallet",In-store,2023-05-11
TXN_1417400,Cookie,2,1.0,2.0,Cash,In-store,2023-03-20
TXN_1417724,Sandwich,2,4.0,8.0,"Digital Wallet",NULL,2023-06-07
TXN_1417871,Salad,3,5.0,15.0,Cash,Takeaway,2023-03-12
TXN_1418829,Smoothie,1,4.0,4.0,NULL,Takeaway,2023-09-19
TXN_1419188,Cake,5,3.0,15.0,"Credit Card",NULL,2023-11-26
TXN_1419669,Cake,5,3.0,15.0,Cash,Takeaway,2023-03-07
TXN_1419790,Sandwich,3,4.0,12.0,NULL,NULL,2023-01-06
TXN_1422305,Sandwich,4,4.0,16.0,NULL,In-store,2023-03-09
TXN_1423173,Smoothie,5,4.0,20.0,"Credit Card",NULL,2023-10-02
TXN_1424056,Smoothie,1,4.0,4.0,Cash,NULL,2023-07-31
TXN_1425215,Juice,1,3.0,3.0,Cash,Takeaway,2023-03-13
TXN_1425591,Smoothie,1,4.0,4.0,Cash,NULL,2023-09-10
TXN_1427485,Coffee,3,2.0,6.0,"Credit Card",NULL,2023-07-19
TXN_1427963,Coffee,1,2.0,2.0,Cash,NULL,2023-10-14
TXN_1429325,Smoothie,2,4.0,8.0,Cash,ERROR,2023-04-20
TXN_1429858,Cookie,4,1.0,4.0,"Credit Card",ERROR,2023-03-15
TXN_1430778,NULL,1,1.5,1.5,"Credit Card",Takeaway,2023-05-26
TXN_1432682,Tea,1,1.5,1.5,NULL,UNKNOWN,2023-07-11
TXN_1434598,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-11-18
TXN_1434857,Cake,5,3.0,15.0,ERROR,In-store,2023-01-13
TXN_1435035,Smoothie,1,4.0,4.0,NULL,In-store,2023-12-31
TXN_1435086,Cake,5,NULL,15.0,NULL,ERROR,2023-02-09
TXN_1435192,Cake,2,3.0,6.0,NULL,NULL,2023-06-18
TXN_1436343,Cookie,1,1.0,1.0,"Credit Card",In-store,2023-11-26
TXN_1436851,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-07-28
TXN_1437083,Smoothie,2,4.0,8.0,"Credit Card",In-store,2023-03-15
TXN_1437275,Coffee,3,2.0,6.0,"Credit Card",NULL,2023-07-22
TXN_1438257,Salad,4,5.0,20.0,"Credit Card",Takeaway,2023-06-13
TXN_1439390,Juice,4,3.0,12.0,NULL,In-store,2023-02-14
TXN_1442096,Cookie,3,1.0,3.0,"Credit Card",In-store,2023-06-27
TXN_1442771,NULL,1,3.0,3.0,NULL,NULL,2023-04-25
TXN_1442791,Tea,1,1.5,1.5,UNKNOWN,NULL,2023-03-23
TXN_1443201,Cookie,5,1.0,5.0,"Credit Card",In-store,2023-10-03
TXN_1443912,Juice,2,3.0,6.0,NULL,NULL,2023-06-08
TXN_1443928,Cake,4,3.0,12.0,Cash,Takeaway,2023-12-03
TXN_1444479,NULL,1,3.0,3.0,"Credit Card",NULL,2023-12-10
TXN_1444932,Smoothie,1,4.0,4.0,Cash,In-store,2023-05-24
TXN_1445532,Coffee,3,2.0,6.0,Cash,Takeaway,2023-03-03
TXN_1446862,Cake,3,3.0,9.0,NULL,Takeaway,2023-09-26
TXN_1448501,Cake,4,3.0,12.0,"Credit Card",Takeaway,2023-09-10
TXN_1449065,Salad,2,5.0,10.0,Cash,NULL,2023-10-03
TXN_1449866,Salad,4,5.0,20.0,Cash,NULL,2023-09-21
TXN_1450705,Cookie,5,1.0,5.0,NULL,NULL,2023-10-07
TXN_1452253,Sandwich,2,4.0,NULL,NULL,NULL,2023-05-12
TXN_1452931,Tea,1,1.5,1.5,"Digital Wallet",NULL,2023-07-08
TXN_1453579,Sandwich,5,4.0,20.0,NULL,NULL,2023-01-21
TXN_1454024,Cookie,5,1.0,5.0,"Digital Wallet",NULL,NULL
TXN_1454467,Juice,3,3.0,9.0,Cash,In-store,2023-03-15
TXN_1454730,Coffee,5,2.0,10.0,NULL,Takeaway,2023-07-21
TXN_1454866,Sandwich,1,UNKNOWN,4.0,"Digital Wallet",Takeaway,2023-12-13
TXN_1456374,Cookie,5,1.0,5.0,Cash,NULL,2023-02-15
TXN_1458905,Sandwich,1,4.0,4.0,"Digital Wallet",Takeaway,2023-02-19
TXN_1459078,Cookie,5,1.0,5.0,NULL,In-store,2023-11-10
TXN_1460963,Coffee,3,2.0,6.0,Cash,In-store,2023-02-10
TXN_1461221,Salad,2,5.0,10.0,Cash,In-store,2023-04-30
TXN_1461246,Smoothie,1,4.0,4.0,NULL,NULL,2023-06-01
TXN_1461895,Juice,5,3.0,15.0,ERROR,NULL,2023-06-17
TXN_1463795,Coffee,5,2.0,10.0,"Credit Card",NULL,2023-08-04
TXN_1464150,Coffee,5,2.0,10.0,Cash,Takeaway,2023-02-14
TXN_1464694,Sandwich,1,4.0,ERROR,NULL,In-store,2023-07-23
TXN_1465364,Tea,4,1.5,6.0,"Digital Wallet",In-store,ERROR
TXN_1465584,Sandwich,1,4.0,4.0,"Credit Card",In-store,2023-04-29
TXN_1466002,ERROR,3,3.0,9.0,NULL,NULL,2023-11-23
TXN_1467367,Sandwich,3,4.0,12.0,NULL,NULL,2023-02-18
TXN_1467546,Cookie,3,1.0,3.0,NULL,Takeaway,2023-07-20
TXN_1469462,Cake,1,3.0,3.0,"Credit Card",Takeaway,2023-09-05
TXN_1472433,ERROR,1,2.0,2.0,"Digital Wallet",Takeaway,2023-04-05
TXN_1473693,Smoothie,4,4.0,16.0,NULL,Takeaway,2023-05-14
TXN_1474329,Smoothie,2,4.0,8.0,"Digital Wallet",Takeaway,2023-03-02
TXN_1475403,Cookie,1,1.0,NULL,Cash,In-store,NULL
TXN_1475459,Tea,4,1.5,6.0,NULL,Takeaway,2023-11-09
TXN_1476066,Smoothie,2,4.0,8.0,ERROR,Takeaway,2023-10-19
TXN_1476711,Tea,2,1.5,3.0,NULL,NULL,2023-01-26
TXN_1476775,Salad,3,5.0,15.0,"Credit Card",NULL,2023-11-01
TXN_1477525,Salad,3,5.0,15.0,Cash,Takeaway,2023-11-06
TXN_1478016,NULL,4,1.0,4.0,NULL,In-store,2023-08-04
TXN_1480967,Tea,2,1.5,3.0,Cash,Takeaway,NULL
TXN_1481116,Tea,2,1.5,3.0,"Digital Wallet",In-store,2023-02-26
TXN_1481470,Juice,3,3.0,9.0,"Digital Wallet",Takeaway,ERROR
TXN_1482123,Coffee,1,2.0,2.0,Cash,In-store,2023-06-17
TXN_1485417,Cookie,3,1.0,3.0,Cash,In-store,ERROR
TXN_1485725,Salad,5,5.0,25.0,NULL,In-store,2023-12-10
TXN_1486119,Cookie,4,1.0,4.0,NULL,UNKNOWN,2023-08-24
TXN_1486576,Sandwich,4,4.0,16.0,NULL,Takeaway,2023-09-10
TXN_1487762,Tea,3,1.5,4.5,NULL,NULL,2023-02-07
TXN_1488127,Tea,5,NULL,7.5,NULL,Takeaway,2023-12-12
TXN_1488458,Coffee,4,2.0,8.0,NULL,NULL,2023-08-21
TXN_1488481,Coffee,4,2.0,8.0,"Credit Card",Takeaway,2023-07-28
TXN_1489194,Coffee,3,2.0,6.0,"Digital Wallet",Takeaway,2023-07-18
TXN_1489200,ERROR,1,3.0,3.0,UNKNOWN,ERROR,2023-03-27
TXN_1489218,Salad,2,5.0,10.0,"Digital Wallet",NULL,2023-09-13
TXN_1489746,Cookie,3,1.0,3.0,"Digital Wallet",In-store,2023-12-18
TXN_1491299,Juice,2,3.0,6.0,"Credit Card",In-store,2023-02-27
TXN_1491578,Cookie,2,1.0,2.0,NULL,NULL,2023-02-23
TXN_1491670,Juice,5,3.0,15.0,"Credit Card",Takeaway,2023-06-28
TXN_1492585,Sandwich,ERROR,4.0,12.0,Cash,Takeaway,2023-01-17
TXN_1493452,Sandwich,3,4.0,12.0,NULL,NULL,2023-11-08
TXN_1494502,Salad,5,5.0,25.0,"Digital Wallet",ERROR,ERROR
TXN_1494608,Tea,3,1.5,4.5,"Credit Card",In-store,2023-05-07
TXN_1495371,Sandwich,2,4.0,ERROR,"Credit Card",Takeaway,2023-07-21
TXN_1496038,Juice,4,3.0,12.0,NULL,In-store,2023-12-22
TXN_1496962,Smoothie,5,4.0,20.0,NULL,In-store,2023-12-17
TXN_1498343,Salad,2,5.0,10.0,"Credit Card",Takeaway,2023-03-31
TXN_1499208,NULL,1,4.0,4.0,Cash,Takeaway,2023-11-01
TXN_1499346,Cake,5,3.0,15.0,NULL,NULL,2023-12-09
TXN_1503602,Tea,5,1.5,7.5,"Digital Wallet",NULL,2023-12-16
TXN_1503903,Tea,1,1.5,1.5,Cash,Takeaway,2023-03-20
TXN_1504466,Coffee,1,2.0,2.0,Cash,NULL,2023-11-07
TXN_1505837,Sandwich,3,4.0,12.0,"Credit Card",In-store,2023-12-15
TXN_1505875,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-05-17
TXN_1505947,UNKNOWN,3,1.0,3.0,Cash,NULL,2023-11-21
TXN_1509627,Juice,4,UNKNOWN,12.0,"Digital Wallet",NULL,2023-03-23
TXN_1510315,ERROR,3,2.0,6.0,Cash,NULL,2023-02-28
TXN_1510406,NULL,3,5.0,15.0,NULL,In-store,2023-01-12
TXN_1510673,Juice,3,3.0,9.0,NULL,ERROR,2023-02-26
TXN_1512118,Salad,4,5.0,20.0,Cash,In-store,2023-03-01
TXN_1512159,Cake,2,3.0,6.0,"Credit Card",In-store,2023-11-25
TXN_1512184,Coffee,3,2.0,6.0,NULL,Takeaway,2023-01-28
TXN_1512185,Coffee,4,2.0,8.0,Cash,Takeaway,2023-06-16
TXN_1514364,Coffee,5,2.0,10.0,"Digital Wallet",In-store,2023-01-21
TXN_1515059,ERROR,4,3.0,12.0,NULL,In-store,2023-10-25
TXN_1516182,Cookie,1,1.0,1.0,NULL,NULL,2023-06-18
TXN_1516961,Sandwich,3,4.0,12.0,"Credit Card",Takeaway,2023-11-01
TXN_1518379,Juice,4,3.0,12.0,NULL,In-store,2023-08-12
TXN_1521486,Salad,4,5.0,20.0,NULL,ERROR,2023-01-28
TXN_1521861,ERROR,5,3.0,15.0,Cash,In-store,2023-04-02
TXN_1522122,Cookie,5,1.0,5.0,"Credit Card",In-store,2023-02-14
TXN_1522140,Cookie,4,1.0,4.0,Cash,NULL,2023-05-28
TXN_1522176,Smoothie,UNKNOWN,4.0,4.0,"Digital Wallet",Takeaway,2023-04-29
TXN_1522430,Smoothie,3,4.0,12.0,"Credit Card",NULL,2023-12-06
TXN_1523567,Salad,3,5.0,UNKNOWN,"Digital Wallet",Takeaway,2023-11-22
TXN_1523626,Cake,4,3.0,12.0,UNKNOWN,Takeaway,2023-07-21
TXN_1524602,UNKNOWN,3,2.0,6.0,Cash,Takeaway,2023-05-11
TXN_1524626,Smoothie,2,4.0,8.0,"Digital Wallet",NULL,2023-12-29
TXN_1525046,Smoothie,2,4.0,8.0,Cash,NULL,2023-12-02
TXN_1525583,Sandwich,3,UNKNOWN,UNKNOWN,Cash,Takeaway,2023-05-20
TXN_1526864,Smoothie,3,4.0,12.0,"Digital Wallet",In-store,2023-01-27
TXN_1526920,Sandwich,5,4.0,20.0,"Digital Wallet",Takeaway,ERROR
TXN_1528454,Coffee,2,2.0,4.0,NULL,In-store,2023-03-22
TXN_1529845,Juice,3,3.0,9.0,"Credit Card",In-store,2023-01-25
TXN_1529904,Coffee,1,2.0,2.0,"Credit Card",In-store,NULL
TXN_1529961,Smoothie,4,4.0,16.0,"Credit Card",UNKNOWN,2023-09-29
TXN_1530892,Juice,2,3.0,6.0,"Digital Wallet",NULL,2023-09-09
TXN_1532390,Tea,5,1.5,7.5,"Digital Wallet",ERROR,2023-04-08
TXN_1533652,Tea,3,1.5,4.5,Cash,In-store,2023-08-17
TXN_1533790,Cake,NULL,3.0,12.0,"Digital Wallet",Takeaway,2023-07-21
TXN_1534223,Cake,3,3.0,9.0,"Credit Card",NULL,2023-01-30
TXN_1534763,Cookie,2,1.0,2.0,Cash,Takeaway,2023-09-17
TXN_1535311,Juice,3,3.0,9.0,Cash,NULL,2023-03-16
TXN_1538510,Coffee,5,2.0,10.0,"Digital Wallet",NULL,2023-05-22
TXN_1538515,Juice,4,3.0,12.0,Cash,NULL,2023-06-11
TXN_1540181,Tea,3,1.5,4.5,NULL,Takeaway,2023-08-17
TXN_1542042,Cake,4,3.0,12.0,"Credit Card",Takeaway,2023-07-26
TXN_1544070,Coffee,5,2.0,10.0,UNKNOWN,Takeaway,2023-09-05
TXN_1546695,Coffee,5,2.0,NULL,NULL,Takeaway,2023-03-06
TXN_1547245,Sandwich,NULL,4.0,NULL,NULL,Takeaway,2023-09-11
TXN_1547555,Smoothie,3,4.0,NULL,NULL,Takeaway,NULL
TXN_1547704,Coffee,5,2.0,10.0,Cash,In-store,2023-02-14
TXN_1547717,Sandwich,5,4.0,NULL,NULL,NULL,2023-12-15
TXN_1548245,NULL,4,4.0,16.0,"Credit Card",NULL,2023-03-15
TXN_1554195,Smoothie,2,4.0,8.0,"Digital Wallet",NULL,2023-10-22
TXN_1555314,Sandwich,1,4.0,4.0,NULL,Takeaway,2023-02-25
TXN_1556046,Sandwich,4,4.0,16.0,"Credit Card",Takeaway,2023-04-09
TXN_1556480,Tea,5,1.5,NULL,NULL,NULL,2023-02-06
TXN_1556609,Sandwich,1,4.0,4.0,"Digital Wallet",NULL,2023-07-21
TXN_1556652,Cake,5,3.0,15.0,"Digital Wallet",ERROR,2023-04-06
TXN_1556708,Smoothie,1,4.0,4.0,"Digital Wallet",Takeaway,2023-06-11
TXN_1559313,Smoothie,2,4.0,8.0,"Credit Card",NULL,2023-12-02
TXN_1559512,Juice,5,NULL,15.0,"Credit Card",NULL,2023-11-28
TXN_1559521,UNKNOWN,5,2.0,10.0,UNKNOWN,In-store,2023-07-05
TXN_1560873,Cookie,2,1.0,2.0,UNKNOWN,Takeaway,2023-07-19
TXN_1561430,Tea,2,1.5,3.0,NULL,Takeaway,2023-10-13
TXN_1564506,Smoothie,5,4.0,20.0,"Digital Wallet",In-store,2023-02-01
TXN_1564754,Salad,3,5.0,15.0,"Digital Wallet",In-store,2023-03-14
TXN_1565027,UNKNOWN,3,1.5,NULL,NULL,NULL,2023-03-16
TXN_1566564,Cookie,3,1.0,3.0,"Credit Card",Takeaway,2023-09-08
TXN_1568657,Coffee,2,UNKNOWN,4.0,Cash,NULL,NULL
TXN_1569248,Tea,1,1.5,1.5,"Credit Card",NULL,2023-11-14
TXN_1569729,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-07-16
TXN_1570573,Sandwich,3,4.0,12.0,"Digital Wallet",Takeaway,2023-04-09
TXN_1570632,Sandwich,5,4.0,UNKNOWN,"Digital Wallet",NULL,2023-02-28
TXN_1571824,Cookie,4,1.0,4.0,Cash,Takeaway,2023-10-16
TXN_1571874,Cake,1,3.0,3.0,"Digital Wallet",ERROR,2023-07-10
TXN_1572930,Coffee,3,2.0,6.0,NULL,In-store,2023-07-17
TXN_1574190,Smoothie,3,4.0,12.0,UNKNOWN,NULL,2023-12-17
TXN_1575608,Sandwich,NULL,NULL,20.0,ERROR,Takeaway,2023-01-05
TXN_1576076,Coffee,3,2.0,6.0,Cash,Takeaway,2023-10-07
TXN_1576355,Coffee,4,2.0,8.0,NULL,NULL,2023-10-20
TXN_1577802,Juice,2,3.0,6.0,"Credit Card",In-store,2023-11-29
TXN_1578981,Cake,1,3.0,3.0,Cash,In-store,2023-05-15
TXN_1579182,Juice,5,3.0,15.0,Cash,In-store,2023-02-20
TXN_1580822,Juice,5,3.0,15.0,"Credit Card",NULL,ERROR
TXN_1581562,Coffee,2,2.0,4.0,Cash,In-store,2023-01-01
TXN_1581997,Salad,4,5.0,20.0,"Digital Wallet",NULL,2023-08-26
TXN_1582958,Coffee,2,2.0,4.0,Cash,NULL,2023-12-08
TXN_1583315,Cookie,3,1.0,3.0,NULL,Takeaway,2023-10-17
TXN_1583597,Salad,1,5.0,5.0,Cash,In-store,2023-05-10
TXN_1583983,Tea,3,1.5,4.5,"Credit Card",NULL,2023-03-02
TXN_1584851,Smoothie,1,4.0,4.0,"Credit Card",NULL,2023-04-10
TXN_1585329,Smoothie,4,4.0,16.0,"Credit Card",NULL,2023-07-16
TXN_1585827,Cake,3,3.0,9.0,"Credit Card",In-store,2023-09-30
TXN_1586452,Salad,2,5.0,ERROR,Cash,In-store,2023-02-01
TXN_1588687,Coffee,2,2.0,4.0,"Digital Wallet",Takeaway,2023-08-22
TXN_1589264,NULL,2,5.0,10.0,Cash,NULL,2023-07-26
TXN_1591640,Cake,2,3.0,6.0,Cash,In-store,2023-05-26
TXN_1593691,Sandwich,2,4.0,8.0,NULL,NULL,2023-03-11
TXN_1595139,Smoothie,5,4.0,20.0,Cash,NULL,2023-08-24
TXN_1598214,Juice,1,ERROR,3.0,"Credit Card",Takeaway,2023-01-07
TXN_1599516,Juice,3,3.0,9.0,Cash,In-store,2023-05-11
TXN_1602123,Coffee,NULL,2.0,2.0,Cash,NULL,2023-04-11
TXN_1602435,Smoothie,1,4.0,4.0,Cash,ERROR,2023-12-01
TXN_1602799,Cake,4,3.0,12.0,"Digital Wallet",Takeaway,2023-03-23
TXN_1603051,ERROR,4,1.0,4.0,"Credit Card",Takeaway,2023-03-21
TXN_1603186,Cake,3,3.0,NULL,Cash,Takeaway,2023-10-13
TXN_1603563,Cake,4,3.0,12.0,NULL,Takeaway,2023-04-13
TXN_1604072,Coffee,2,2.0,4.0,NULL,NULL,2023-01-01
TXN_1605048,Cake,4,3.0,12.0,Cash,Takeaway,2023-03-16
TXN_1605677,Tea,5,1.5,7.5,ERROR,NULL,2023-01-15
TXN_1606273,Coffee,1,2.0,2.0,"Digital Wallet",Takeaway,2023-11-02
TXN_1607471,Sandwich,2,4.0,8.0,"Credit Card",Takeaway,2023-01-03
TXN_1607650,Cookie,2,1.0,2.0,NULL,UNKNOWN,2023-04-27
TXN_1610137,Coffee,3,2.0,6.0,Cash,Takeaway,2023-04-02
TXN_1610204,Cake,1,3.0,3.0,NULL,Takeaway,2023-02-19
TXN_1613996,Juice,2,3.0,6.0,NULL,In-store,2023-10-12
TXN_1616810,UNKNOWN,2,1.0,2.0,NULL,In-store,2023-09-05
TXN_1617029,UNKNOWN,4,5.0,20.0,Cash,Takeaway,2023-05-15
TXN_1617476,Cake,2,3.0,6.0,"Digital Wallet",In-store,2023-02-10
TXN_1617594,Sandwich,1,4.0,4.0,UNKNOWN,In-store,2023-04-23
TXN_1621227,Coffee,2,2.0,4.0,Cash,NULL,UNKNOWN
TXN_1621920,Salad,3,5.0,15.0,NULL,Takeaway,2023-10-28
TXN_1622123,Cookie,2,1.0,2.0,Cash,Takeaway,2023-01-05
TXN_1622411,Salad,2,5.0,10.0,UNKNOWN,Takeaway,2023-07-23
TXN_1622577,Juice,1,3.0,3.0,Cash,NULL,2023-03-14
TXN_1623966,Tea,2,1.5,3.0,Cash,Takeaway,UNKNOWN
TXN_1624458,Tea,ERROR,1.5,6.0,"Digital Wallet",NULL,NULL
TXN_1625754,Cake,5,3.0,15.0,"Digital Wallet",In-store,2023-08-03
TXN_1627038,Juice,4,3.0,12.0,NULL,Takeaway,2023-12-25
TXN_1628509,Smoothie,5,4.0,20.0,NULL,Takeaway,UNKNOWN
TXN_1629092,Cookie,3,1.0,3.0,"Credit Card",NULL,2023-02-13
TXN_1629218,Coffee,ERROR,2.0,6.0,"Digital Wallet",NULL,2023-06-27
TXN_1630051,Smoothie,5,4.0,20.0,"Digital Wallet",Takeaway,2023-03-17
TXN_1631377,Coffee,5,2.0,10.0,NULL,Takeaway,2023-06-07
TXN_1631695,Tea,2,1.5,3.0,NULL,In-store,2023-09-19
TXN_1632205,Cookie,4,1.0,4.0,ERROR,In-store,2023-02-04
TXN_1633337,Salad,5,5.0,25.0,"Credit Card",NULL,2023-06-29
TXN_1633563,ERROR,4,4.0,16.0,"Digital Wallet",In-store,2023-02-05
TXN_1633607,Juice,1,3.0,3.0,Cash,Takeaway,2023-03-13
TXN_1634534,Juice,5,3.0,15.0,NULL,NULL,2023-12-03
TXN_1635137,Cake,2,3.0,6.0,Cash,NULL,2023-12-28
TXN_1635631,Cookie,4,1.0,4.0,"Credit Card",NULL,2023-07-04
TXN_1636908,Cake,4,3.0,12.0,"Digital Wallet",NULL,2023-10-17
TXN_1637131,ERROR,4,ERROR,6.0,Cash,NULL,UNKNOWN
TXN_1637334,ERROR,2,1.5,3.0,"Credit Card",In-store,2023-08-09
TXN_1640172,Salad,UNKNOWN,5.0,5.0,NULL,NULL,2023-04-13
TXN_1640649,Cookie,4,1.0,4.0,NULL,In-store,2023-12-05
TXN_1641000,Sandwich,2,4.0,8.0,Cash,NULL,2023-08-19
TXN_1643029,Cookie,3,1.0,3.0,NULL,NULL,2023-09-11
TXN_1643039,Cookie,3,1.0,3.0,NULL,NULL,2023-02-17
